invoice,customer,customer_email,plan,period_start,period_end,amount,status,created,memo
INV-21214,cus_ac9k2wrg,williammyers93@protonmail.com,Monthly - 1 bag,2026-02-22,2026-03-21,0.00,paid,2026-02-22,first bag free
INV-21217,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-02-22,2026-03-21,19.00,paid,2026-02-22,
INV-21220,cus_ypzxnpt6,murphy.michael@gmail.com,Monthly - 1 bag,2026-02-22,2026-03-21,19.00,paid,2026-02-22,
INV-21221,cus_gcf3zyvx,price.luis@gmail.com,Monthly - 1 bag,2026-02-23,2026-03-22,19.00,paid,2026-02-23,
INV-21224,cus_cgwfgywk,ronald_wood@me.com,Monthly - 1 bag,2026-02-23,2026-03-22,19.00,paid,2026-02-23,
INV-21225,cus_hj8s73wu,karenbrown3@gmail.com,Quarterly prepaid - 1 bag/mo,2026-02-24,2026-05-23,54.00,paid,2026-02-24,
INV-21227,cus_akjss796,ashley.murphy@yahoo.com,Monthly - 1 bag,2026-02-24,2026-03-23,0.00,paid,2026-02-24,first bag free
INV-21229,cus_nw2hpupf,weiwright62@aol.com,Monthly - 2 bags,2026-02-24,2026-03-23,34.00,paid,2026-02-24,
INV-21231,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-02-24,2026-03-23,34.00,paid,2026-02-24,
INV-21233,cus_82xzhdym,stephanie.mitchell@aol.com,Quarterly prepaid - 1 bag/mo,2026-02-25,2026-05-24,54.00,paid,2026-02-25,
INV-21235,cus_2rj8qrmt,dmiller@protonmail.com,Monthly - 1 bag,2026-02-25,2026-03-24,19.00,paid,2026-02-25,
INV-21238,cus_eg9eh2ad,brodriguez@me.com,Monthly - 2 bags,2026-02-25,2026-03-24,34.00,paid,2026-02-25,
INV-21239,cus_pdkzq3hh,jones.amy@protonmail.com,Monthly - 2 bags,2026-02-26,2026-03-25,34.00,paid,2026-02-26,
INV-21240,cus_eazrqyyv,joshua_stewart@aol.com,Monthly - 1 bag,2026-02-26,2026-03-25,19.00,void,2026-02-26,subscription cancelled
INV-21241,cus_khz6bsb4,paul.johnson@me.com,Monthly - 1 bag,2026-02-27,2026-03-26,19.00,void,2026-02-27,trial not converted
INV-21242,cus_jf2gfc77,amararichardson43@yahoo.com,Monthly - 1 bag,2026-02-27,2026-03-26,19.00,void,2026-02-27,trial not converted
INV-21244,cus_sf5jy5tk,laura_cox@hotmail.com,Monthly - 1 bag,2026-02-27,2026-03-26,19.00,paid,2026-02-27,
INV-21247,cus_5eeapqd4,gary.wright@outlook.com,Monthly - 1 bag,2026-02-27,2026-03-26,19.00,paid,2026-02-27,
INV-21248,cus_643cjds3,sarah_reed@protonmail.com,Monthly - 2 bags,2026-02-28,2026-03-27,34.00,paid,2026-02-28,
INV-21249,cus_48aape7y,mateo.martin@protonmail.com,Monthly - 1 bag,2026-02-28,2026-03-27,19.00,paid,2026-02-28,
INV-21251,cus_fyy8uth6,johnbrooks53@protonmail.com,Monthly - 1 bag,2026-02-28,2026-03-27,19.00,paid,2026-02-28,
INV-21253,cus_r5zfreej,john_moore@yahoo.com,Monthly - 1 bag,2026-02-28,2026-03-27,19.00,paid,2026-02-28,
INV-21256,cus_464g5ucu,angelahill41@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-02-28,2026-05-27,54.00,paid,2026-02-28,
INV-21259,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-02-28,2026-03-27,19.00,paid,2026-02-28,
INV-21260,cus_ns2asbkz,gomez.eric@protonmail.com,Monthly - 2 bags,2026-03-02,2026-04-01,34.00,paid,2026-03-02,
INV-21262,cus_gttpd87z,ashley_ross@outlook.com,Quarterly prepaid - 1 bag/mo,2026-03-02,2026-06-01,54.00,paid,2026-03-02,
INV-21265,cus_j34zk7g4,jacob_flores@gmail.com,Monthly - 2 bags,2026-03-02,2026-04-01,34.00,paid,2026-03-02,
INV-21268,cus_8s9gdqwu,thomas.richardson@hotmail.com,Monthly - 1 bag,2026-03-02,2026-04-01,19.00,paid,2026-03-02,
INV-21271,cus_vgsd9ypk,rahul_parker@gmail.com,Monthly - 1 bag,2026-03-02,2026-04-01,0.00,paid,2026-03-02,first bag free
INV-21272,cus_crxxgwmf,leila.ramirez@icloud.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,paid,2026-03-03,
INV-21273,cus_z6hveurp,adiaz@yahoo.com,Monthly - 2 bags,2026-03-03,2026-04-02,34.00,paid,2026-03-03,
INV-21274,cus_9gxn29nt,patel.jennifer@aol.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,paid,2026-03-03,
INV-21275,cus_3rzqkdk4,sofia_allen@outlook.com,Quarterly prepaid - 1 bag/mo,2026-03-03,2026-06-02,54.00,paid,2026-03-03,
INV-21276,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,paid,2026-03-03,
INV-21278,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,failed,2026-03-03,
INV-21281,cus_fghfk74d,barbaraokafor8@outlook.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,paid,2026-03-03,
INV-21282,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-03-03,2026-04-02,19.00,paid,2026-03-04,
INV-21284,cus_5umzkvay,michelleflores62@icloud.com,Monthly - 1 bag,2026-03-04,2026-04-03,19.00,paid,2026-03-04,
INV-21286,cus_xmbaa48k,clark.richard@aol.com,Monthly - 1 bag,2026-03-04,2026-04-03,19.00,paid,2026-03-04,
INV-21288,cus_v2e33ups,pmorris@gmail.com,Monthly - 1 bag,2026-03-04,2026-04-03,19.00,paid,2026-03-04,
INV-21290,cus_pkq8bhmq,anderson.dmitri@me.com,Monthly - 2 bags,2026-03-04,2026-04-03,34.00,paid,2026-03-04,
INV-21291,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-03-05,2026-04-04,19.00,paid,2026-03-05,
INV-21292,cus_hpnj6as3,slong@protonmail.com,Monthly - 2 bags,2026-03-05,2026-04-04,34.00,void,2026-03-05,subscription cancelled
INV-21294,cus_4gyxc6pd,marcus_miller@hotmail.com,Monthly - 2 bags,2026-03-05,2026-04-04,34.00,paid,2026-03-05,
INV-21297,cus_d5y845dr,steven_johnson@icloud.com,Monthly - 2 bags,2026-03-05,2026-04-04,34.00,paid,2026-03-05,
INV-21300,cus_nhyh3r9k,priya_robinson@yahoo.com,Monthly - 1 bag,2026-03-05,2026-04-04,19.00,paid,2026-03-05,
INV-21301,cus_nvbnd56h,tomasz.gutierrez@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-03-06,2026-06-05,54.00,paid,2026-03-06,
INV-21302,cus_nghny7v3,deborahgutierrez9@gmail.com,Monthly - 1 bag,2026-03-06,2026-04-05,19.00,paid,2026-03-06,
INV-21303,cus_shmfw3f2,melissa_kim@outlook.com,Monthly - 1 bag,2026-03-06,2026-04-05,19.00,paid,2026-03-06,
INV-21304,cus_buxrk375,mwright@hotmail.com,Monthly - 1 bag,2026-03-06,2026-04-05,19.00,void,2026-03-06,subscription cancelled
INV-21307,cus_rj44nx26,deborahwright62@protonmail.com,Monthly - 1 bag,2026-03-06,2026-04-05,19.00,paid,2026-03-06,
INV-21308,cus_xak34nss,elizabeth.williams@aol.com,Monthly - 1 bag,2026-03-07,2026-04-06,19.00,paid,2026-03-07,
INV-21309,cus_bv84vfnq,young.ashley@gmail.com,Quarterly prepaid - 1 bag/mo,2026-03-08,2026-06-07,54.00,paid,2026-03-08,
INV-21310,cus_yadgjf2m,mmorgan@gmail.com,Monthly - 2 bags,2026-03-08,2026-04-07,34.00,paid,2026-03-08,
INV-21311,cus_8dr7jd4b,carlos.morgan@gmail.com,Monthly - 1 bag,2026-03-08,2026-04-07,19.00,paid,2026-03-08,
INV-21313,cus_8kyyeecz,miller.margaret@protonmail.com,Monthly - 1 bag,2026-03-08,2026-04-07,19.00,paid,2026-03-08,
INV-21315,cus_u8pk7hxk,cturner@gmail.com,Monthly - 2 bags,2026-03-08,2026-04-07,34.00,paid,2026-03-08,
INV-21318,cus_6k9sq9ak,kimberlyallen21@gmail.com,Monthly - 1 bag,2026-03-08,2026-04-07,19.00,paid,2026-03-08,
INV-21319,cus_y8u592zg,sofiamensah23@protonmail.com,Monthly - 1 bag,2026-03-09,2026-04-08,19.00,paid,2026-03-09,
INV-21320,cus_pm6tq5nm,wilson.amara@aol.com,Monthly - 1 bag,2026-03-09,2026-04-08,19.00,paid,2026-03-09,
INV-21322,cus_x738bwqq,stevenbennett49@hotmail.com,Monthly - 2 bags,2026-03-09,2026-04-08,34.00,paid,2026-03-09,
INV-21324,cus_d9wxzme8,rebeccaosei2@icloud.com,Monthly - 2 bags,2026-03-09,2026-04-08,34.00,paid,2026-03-09,
INV-21327,cus_3bmq9ann,richardson.carol@protonmail.com,Monthly - 1 bag,2026-03-09,2026-04-08,19.00,failed,2026-03-09,
INV-21330,cus_vdbf555t,omar.cruz@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-03-09,2026-06-08,54.00,paid,2026-03-09,
INV-21331,cus_6pupkhnu,collins.marcus@icloud.com,Monthly - 1 bag,2026-03-10,2026-04-09,19.00,paid,2026-03-10,
INV-21333,cus_qwxvkrke,anna_gutierrez@outlook.com,Monthly - 1 bag,2026-03-10,2026-04-09,19.00,paid,2026-03-10,
INV-21335,cus_2efrxxee,priya.castillo@hotmail.com,Monthly - 1 bag,2026-03-10,2026-04-09,19.00,paid,2026-03-10,
INV-21337,cus_3bmq9ann,richardson.carol@protonmail.com,Monthly - 1 bag,2026-03-09,2026-04-08,19.00,paid,2026-03-10,
INV-21340,cus_wps3xhka,nbailey@me.com,Monthly - 1 bag,2026-03-10,2026-04-09,0.00,paid,2026-03-10,first bag free
INV-21341,cus_5xtkseqm,sarahallen67@icloud.com,Monthly - 1 bag,2026-03-11,2026-04-10,19.00,paid,2026-03-11,
INV-21342,cus_trz5uraw,sandra_thomas@protonmail.com,Monthly - 1 bag,2026-03-11,2026-04-10,19.00,paid,2026-03-11,
INV-21344,cus_4ztrhtxa,watson.mark@aol.com,Monthly - 2 bags,2026-03-11,2026-04-10,34.00,void,2026-03-11,subscription cancelled
INV-21346,cus_368y6wp6,dorothy_collins@yahoo.com,Monthly - 1 bag,2026-03-12,2026-04-11,19.00,paid,2026-03-12,
INV-21347,cus_6tqf7ghd,dwatson@yahoo.com,Monthly - 2 bags,2026-03-13,2026-04-12,34.00,paid,2026-03-13,
INV-21349,cus_8rw5tq82,angelasanchez92@outlook.com,Monthly - 1 bag,2026-03-13,2026-04-12,19.00,paid,2026-03-13,
INV-21351,cus_fdeb8g6q,elizabeth.allen@yahoo.com,Quarterly prepaid - 1 bag/mo,2026-03-13,2026-06-12,54.00,paid,2026-03-13,
INV-21354,cus_atdem82m,cook.eric@yahoo.com,Monthly - 1 bag,2026-03-13,2026-04-12,19.00,paid,2026-03-13,
INV-21357,cus_b8xceusv,amorales@aol.com,Monthly - 2 bags,2026-03-13,2026-04-12,34.00,paid,2026-03-13,
INV-21358,cus_abjbts72,chaddad@aol.com,Monthly - 2 bags,2026-03-14,2026-04-13,34.00,paid,2026-03-14,
INV-21359,cus_2cbttsvs,ashleyhernandez90@outlook.com,Monthly - 2 bags,2026-03-14,2026-04-13,34.00,paid,2026-03-14,
INV-21360,cus_9a85xep2,mary.morgan@me.com,Monthly - 1 bag,2026-03-15,2026-04-14,19.00,void,2026-03-15,subscription cancelled
INV-21361,cus_w76u4q66,cooper.angela@me.com,Monthly - 1 bag,2026-03-15,2026-04-14,19.00,paid,2026-03-15,
INV-21362,cus_3kzadwt9,jhall@icloud.com,Monthly - 2 bags,2026-03-15,2026-04-14,34.00,paid,2026-03-15,
INV-21363,cus_tujgpauj,fatimahernandez46@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-03-16,2026-06-15,54.00,void,2026-03-16,subscription cancelled
INV-21365,cus_maru5wtf,jennifer_thompson@icloud.com,Quarterly prepaid - 1 bag/mo,2026-03-16,2026-06-15,54.00,void,2026-03-16,subscription cancelled
INV-21367,cus_k2zkxvpm,danaedwards97@outlook.com,Monthly - 1 bag,2026-03-16,2026-04-15,19.00,paid,2026-03-16,
INV-21370,cus_xbpcudx5,jessica.reed@icloud.com,Monthly - 2 bags,2026-03-16,2026-04-15,34.00,void,2026-03-16,subscription cancelled
INV-21373,cus_5jpvpfwc,sarah_king@gmail.com,Monthly - 1 bag,2026-03-16,2026-04-15,19.00,paid,2026-03-16,
INV-21376,cus_5fhkzens,dorothyross69@yahoo.com,Monthly - 1 bag,2026-03-16,2026-04-15,19.00,paid,2026-03-16,
INV-21379,cus_pqsnz3bu,sarah.chavez@aol.com,Monthly - 1 bag,2026-03-16,2026-04-15,19.00,paid,2026-03-16,
INV-21381,cus_uj9c336v,leila.jackson@aol.com,Monthly - 1 bag,2026-03-17,2026-04-16,19.00,paid,2026-03-17,
INV-21384,cus_p96eqebk,watson.patricia@protonmail.com,Monthly - 2 bags,2026-03-17,2026-04-16,34.00,paid,2026-03-17,
INV-21387,cus_p3fhh5kr,edwards.amy@protonmail.com,Monthly - 1 bag,2026-03-17,2026-04-16,19.00,failed,2026-03-17,
INV-21388,cus_jrmv8acs,angela_diaz@outlook.com,Quarterly prepaid - 1 bag/mo,2026-03-18,2026-06-17,54.00,paid,2026-03-18,
INV-21390,cus_hs2pa9tj,jeffreymyers16@hotmail.com,Monthly - 1 bag,2026-03-18,2026-04-17,19.00,paid,2026-03-18,
INV-21392,cus_883uwq3n,robert_johnson@gmail.com,Monthly - 1 bag,2026-03-18,2026-04-17,19.00,paid,2026-03-18,
INV-21395,cus_p3fhh5kr,edwards.amy@protonmail.com,Monthly - 1 bag,2026-03-17,2026-04-16,19.00,paid,2026-03-18,
INV-21398,cus_rtbjtd2v,gary.perez@aol.com,Monthly - 1 bag,2026-03-18,2026-04-17,19.00,paid,2026-03-18,
INV-21399,cus_avpddymw,hughes.nicholas@me.com,Monthly - 1 bag,2026-03-20,2026-04-19,19.00,paid,2026-03-20,
INV-21402,cus_5p7kae4d,bennett.michael@protonmail.com,Monthly - 1 bag,2026-03-20,2026-04-19,19.00,paid,2026-03-20,
INV-21403,cus_s3uhc2bc,nmorgan@outlook.com,Quarterly prepaid - 1 bag/mo,2026-03-21,2026-06-20,54.00,paid,2026-03-21,
INV-21404,cus_s2c55jqg,mensah.matthew@protonmail.com,Monthly - 1 bag,2026-03-21,2026-04-20,19.00,paid,2026-03-21,
INV-21405,cus_y2rvnner,lee.cynthia@me.com,Monthly - 1 bag,2026-03-21,2026-04-20,19.00,paid,2026-03-21,
INV-21408,cus_s98bu986,paul.rivera@protonmail.com,Monthly - 1 bag,2026-03-21,2026-04-20,19.00,paid,2026-03-21,
INV-21411,cus_56bgzcmd,amara.haddad@outlook.com,Monthly - 2 bags,2026-03-21,2026-04-20,34.00,paid,2026-03-21,
INV-21414,cus_vxk4uyjq,ingridanderson2@yahoo.com,Monthly - 2 bags,2026-03-21,2026-04-20,34.00,paid,2026-03-21,
INV-21415,cus_fy6wx4nc,sofia_wilson@me.com,Monthly - 1 bag,2026-03-22,2026-04-21,19.00,paid,2026-03-22,
INV-21416,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-03-22,2026-04-21,19.00,paid,2026-03-22,
INV-21418,cus_ypzxnpt6,murphy.michael@gmail.com,Monthly - 1 bag,2026-03-22,2026-04-21,19.00,paid,2026-03-22,
INV-21420,cus_ac9k2wrg,williammyers93@protonmail.com,Monthly - 1 bag,2026-03-22,2026-04-21,19.00,void,2026-03-22,trial not converted
INV-21423,cus_j35gm8we,jmitchell@gmail.com,Monthly - 1 bag,2026-03-22,2026-04-21,0.00,paid,2026-03-22,first bag free
INV-21425,cus_gcf3zyvx,price.luis@gmail.com,Monthly - 1 bag,2026-03-23,2026-04-22,19.00,void,2026-03-23,subscription cancelled
INV-21428,cus_cgwfgywk,ronald_wood@me.com,Monthly - 1 bag,2026-03-23,2026-04-22,19.00,paid,2026-03-23,
INV-21429,cus_akjss796,ashley.murphy@yahoo.com,Monthly - 1 bag,2026-03-24,2026-04-23,19.00,void,2026-03-24,trial not converted
INV-21431,cus_f4hh49bn,angela_jackson@aol.com,Quarterly prepaid - 1 bag/mo,2026-03-24,2026-06-23,54.00,paid,2026-03-24,
INV-21434,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-03-24,2026-04-23,34.00,failed,2026-03-24,
INV-21437,cus_nw2hpupf,weiwright62@aol.com,Monthly - 2 bags,2026-03-24,2026-04-23,34.00,paid,2026-03-24,
INV-21438,cus_eg9eh2ad,brodriguez@me.com,Monthly - 2 bags,2026-03-25,2026-04-24,34.00,paid,2026-03-25,
INV-21439,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-03-24,2026-04-23,34.00,paid,2026-03-25,
INV-21442,cus_2rj8qrmt,dmiller@protonmail.com,Monthly - 1 bag,2026-03-25,2026-04-24,19.00,paid,2026-03-25,
INV-21444,cus_pdkzq3hh,jones.amy@protonmail.com,Monthly - 2 bags,2026-03-26,2026-04-25,34.00,paid,2026-03-26,
INV-21447,cus_9a8pmvmy,matthewwilson53@hotmail.com,Monthly - 1 bag,2026-03-26,2026-04-25,0.00,paid,2026-03-26,first bag free
INV-21448,cus_2m8mg9bb,alewis@me.com,Monthly - 1 bag,2026-03-27,2026-04-26,19.00,paid,2026-03-27,
INV-21450,cus_sf5jy5tk,laura_cox@hotmail.com,Monthly - 1 bag,2026-03-27,2026-04-26,19.00,paid,2026-03-27,
INV-21453,cus_5eeapqd4,gary.wright@outlook.com,Monthly - 1 bag,2026-03-27,2026-04-26,19.00,paid,2026-03-27,
INV-21454,cus_643cjds3,sarah_reed@protonmail.com,Monthly - 2 bags,2026-03-28,2026-04-27,34.00,paid,2026-03-28,
INV-21455,cus_fyy8uth6,johnbrooks53@protonmail.com,Monthly - 1 bag,2026-03-28,2026-04-27,19.00,paid,2026-03-28,
INV-21457,cus_pgz6kdqa,omar.green@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-03-28,2026-06-27,54.00,paid,2026-03-28,
INV-21459,cus_r5zfreej,john_moore@yahoo.com,Monthly - 1 bag,2026-03-28,2026-04-27,19.00,paid,2026-03-28,
INV-21462,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-03-28,2026-04-27,19.00,paid,2026-03-28,
INV-21465,cus_48aape7y,mateo.martin@protonmail.com,Monthly - 1 bag,2026-03-28,2026-04-27,19.00,paid,2026-03-28,
INV-21467,cus_8s9gdqwu,thomas.richardson@hotmail.com,Monthly - 1 bag,2026-04-02,2026-05-01,19.00,paid,2026-04-02,
INV-21469,cus_j34zk7g4,jacob_flores@gmail.com,Monthly - 2 bags,2026-04-02,2026-05-01,34.00,paid,2026-04-02,
INV-21472,cus_vgsd9ypk,rahul_parker@gmail.com,Monthly - 1 bag,2026-04-02,2026-05-01,19.00,paid,2026-04-02,
INV-21475,cus_ns2asbkz,gomez.eric@protonmail.com,Monthly - 2 bags,2026-04-02,2026-05-01,34.00,paid,2026-04-02,
INV-21476,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-04-03,2026-05-02,19.00,paid,2026-04-03,
INV-21477,cus_vd9fzxur,pbrooks@me.com,Monthly - 1 bag,2026-04-03,2026-05-02,0.00,paid,2026-04-03,first bag free
INV-21478,cus_9gxn29nt,patel.jennifer@aol.com,Monthly - 1 bag,2026-04-03,2026-05-02,19.00,paid,2026-04-03,
INV-21480,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-04-03,2026-05-02,19.00,paid,2026-04-03,
INV-21482,cus_awaugsgj,haddad.kevin@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-04-03,2026-07-02,54.00,void,2026-04-03,subscription cancelled
INV-21485,cus_crxxgwmf,leila.ramirez@icloud.com,Monthly - 1 bag,2026-04-03,2026-05-02,19.00,paid,2026-04-03,
INV-21488,cus_fghfk74d,barbaraokafor8@outlook.com,Monthly - 1 bag,2026-04-03,2026-05-02,19.00,paid,2026-04-03,
INV-21491,cus_z6hveurp,adiaz@yahoo.com,Monthly - 2 bags,2026-04-03,2026-05-02,34.00,void,2026-04-03,subscription cancelled
INV-21492,cus_pkq8bhmq,anderson.dmitri@me.com,Monthly - 2 bags,2026-04-04,2026-05-03,34.00,paid,2026-04-04,
INV-21493,cus_xmbaa48k,clark.richard@aol.com,Monthly - 1 bag,2026-04-04,2026-05-03,19.00,paid,2026-04-04,
INV-21496,cus_v2e33ups,pmorris@gmail.com,Monthly - 1 bag,2026-04-04,2026-05-03,19.00,paid,2026-04-04,
INV-21499,cus_5umzkvay,michelleflores62@icloud.com,Monthly - 1 bag,2026-04-04,2026-05-03,19.00,paid,2026-04-04,
INV-21501,cus_d5y845dr,steven_johnson@icloud.com,Monthly - 2 bags,2026-04-05,2026-05-04,34.00,paid,2026-04-05,
INV-21504,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-04-05,2026-05-04,19.00,failed,2026-04-05,
INV-21507,cus_4gyxc6pd,marcus_miller@hotmail.com,Monthly - 2 bags,2026-04-05,2026-05-04,34.00,paid,2026-04-05,
INV-21510,cus_nhyh3r9k,priya_robinson@yahoo.com,Monthly - 1 bag,2026-04-05,2026-05-04,19.00,paid,2026-04-05,
INV-21511,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-04-05,2026-05-04,19.00,paid,2026-04-06,
INV-21512,cus_shmfw3f2,melissa_kim@outlook.com,Monthly - 1 bag,2026-04-06,2026-05-05,19.00,paid,2026-04-06,
INV-21514,cus_nghny7v3,deborahgutierrez9@gmail.com,Monthly - 1 bag,2026-04-06,2026-05-05,19.00,paid,2026-04-06,
INV-21517,cus_rj44nx26,deborahwright62@protonmail.com,Monthly - 1 bag,2026-04-06,2026-05-05,19.00,paid,2026-04-06,
INV-21520,cus_xak34nss,elizabeth.williams@aol.com,Monthly - 1 bag,2026-04-07,2026-05-06,19.00,paid,2026-04-07,
INV-21522,cus_6k9sq9ak,kimberlyallen21@gmail.com,Monthly - 1 bag,2026-04-08,2026-05-07,19.00,paid,2026-04-08,
INV-21524,cus_8dr7jd4b,carlos.morgan@gmail.com,Monthly - 1 bag,2026-04-08,2026-05-07,19.00,void,2026-04-08,subscription cancelled
INV-21526,cus_u8pk7hxk,cturner@gmail.com,Monthly - 2 bags,2026-04-08,2026-05-07,34.00,paid,2026-04-08,
INV-21529,cus_8kyyeecz,miller.margaret@protonmail.com,Monthly - 1 bag,2026-04-08,2026-05-07,19.00,paid,2026-04-08,
INV-21532,cus_yadgjf2m,mmorgan@gmail.com,Monthly - 2 bags,2026-04-08,2026-05-07,34.00,paid,2026-04-08,
INV-21533,cus_pm6tq5nm,wilson.amara@aol.com,Monthly - 1 bag,2026-04-09,2026-05-08,19.00,paid,2026-04-09,
INV-21536,cus_x738bwqq,stevenbennett49@hotmail.com,Monthly - 2 bags,2026-04-09,2026-05-08,34.00,paid,2026-04-09,
INV-21539,cus_d9wxzme8,rebeccaosei2@icloud.com,Monthly - 2 bags,2026-04-09,2026-05-08,34.00,paid,2026-04-09,
INV-21542,cus_y8u592zg,sofiamensah23@protonmail.com,Monthly - 1 bag,2026-04-09,2026-05-08,19.00,paid,2026-04-09,
INV-21545,cus_3bmq9ann,richardson.carol@protonmail.com,Monthly - 1 bag,2026-04-09,2026-05-08,19.00,paid,2026-04-09,
INV-21546,cus_6pupkhnu,collins.marcus@icloud.com,Monthly - 1 bag,2026-04-10,2026-05-09,19.00,paid,2026-04-10,
INV-21549,cus_q8emfrpv,aramos@yahoo.com,Monthly - 2 bags,2026-04-10,2026-05-09,34.00,paid,2026-04-10,
INV-21552,cus_wps3xhka,nbailey@me.com,Quarterly prepaid - 1 bag/mo,2026-04-10,2026-07-09,54.00,paid,2026-04-10,
INV-21555,cus_2efrxxee,priya.castillo@hotmail.com,Monthly - 1 bag,2026-04-10,2026-05-09,19.00,paid,2026-04-10,
INV-21558,cus_qwxvkrke,anna_gutierrez@outlook.com,Monthly - 1 bag,2026-04-10,2026-05-09,19.00,paid,2026-04-10,
INV-21561,cus_zquby2ye,chill@me.com,Monthly - 2 bags,2026-04-10,2026-05-09,34.00,paid,2026-04-10,
INV-21562,cus_5xtkseqm,sarahallen67@icloud.com,Monthly - 1 bag,2026-04-11,2026-05-10,19.00,paid,2026-04-11,
INV-21563,cus_trz5uraw,sandra_thomas@protonmail.com,Monthly - 1 bag,2026-04-11,2026-05-10,19.00,void,2026-04-11,subscription cancelled
INV-21565,cus_78mhefjz,sandra_rogers@gmail.com,Monthly - 2 bags,2026-04-11,2026-05-10,34.00,paid,2026-04-11,
INV-21567,cus_368y6wp6,dorothy_collins@yahoo.com,Monthly - 1 bag,2026-04-12,2026-05-11,19.00,paid,2026-04-12,
INV-21568,cus_6tqf7ghd,dwatson@yahoo.com,Monthly - 2 bags,2026-04-13,2026-05-12,34.00,paid,2026-04-13,
INV-21569,cus_b8xceusv,amorales@aol.com,Monthly - 2 bags,2026-04-13,2026-05-12,34.00,paid,2026-04-13,
INV-21571,cus_atdem82m,cook.eric@yahoo.com,Monthly - 1 bag,2026-04-13,2026-05-12,19.00,paid,2026-04-13,
INV-21573,cus_5nvmqtww,kevin.gomez@icloud.com,Monthly - 1 bag,2026-04-13,2026-05-12,0.00,paid,2026-04-13,first bag free
INV-21576,cus_8rw5tq82,angelasanchez92@outlook.com,Monthly - 1 bag,2026-04-13,2026-05-12,19.00,paid,2026-04-13,
INV-21577,cus_85ats8sn,timothy_lee@gmail.com,Quarterly prepaid - 1 bag/mo,2026-04-14,2026-07-13,54.00,paid,2026-04-14,
INV-21580,cus_2cbttsvs,ashleyhernandez90@outlook.com,Monthly - 2 bags,2026-04-14,2026-05-13,34.00,paid,2026-04-14,
INV-21583,cus_abjbts72,chaddad@aol.com,Monthly - 2 bags,2026-04-14,2026-05-13,34.00,paid,2026-04-14,
INV-21584,cus_w76u4q66,cooper.angela@me.com,Monthly - 1 bag,2026-04-15,2026-05-14,19.00,paid,2026-04-15,
INV-21585,cus_n97ffwdn,sharon_kelly@yahoo.com,Monthly - 1 bag,2026-04-15,2026-05-14,0.00,paid,2026-04-15,first bag free
INV-21587,cus_3kzadwt9,jhall@icloud.com,Monthly - 2 bags,2026-04-15,2026-05-14,34.00,paid,2026-04-15,
INV-21590,cus_3sgr6kbj,kimberly.martinez@me.com,Monthly - 2 bags,2026-04-15,2026-05-14,34.00,paid,2026-04-15,
INV-21593,cus_drz8vtzx,stephanienelson62@outlook.com,Monthly - 1 bag,2026-04-15,2026-05-14,19.00,paid,2026-04-15,
INV-21594,cus_pqsnz3bu,sarah.chavez@aol.com,Monthly - 1 bag,2026-04-16,2026-05-15,19.00,paid,2026-04-16,
INV-21596,cus_j86m39sr,jeffrey.lewis@hotmail.com,Monthly - 1 bag,2026-04-16,2026-05-15,0.00,paid,2026-04-16,first bag free
INV-21598,cus_k2zkxvpm,danaedwards97@outlook.com,Monthly - 1 bag,2026-04-16,2026-05-15,19.00,paid,2026-04-16,
INV-21601,cus_5fhkzens,dorothyross69@yahoo.com,Monthly - 1 bag,2026-04-16,2026-05-15,19.00,paid,2026-04-16,
INV-21604,cus_5jpvpfwc,sarah_king@gmail.com,Monthly - 1 bag,2026-04-16,2026-05-15,19.00,paid,2026-04-16,
INV-21605,cus_csuwtdeu,amara_parker@protonmail.com,Monthly - 1 bag,2026-04-17,2026-05-16,0.00,paid,2026-04-17,first bag free
