Payroll Register - Ellington Bakeries - 01/01/2025 to 12/31/2025

Check Date,Pay Period Start,Pay Period End,Run Type,Employee ID,Employee,Gross Pay,Federal W/H,State W/H,Social Security EE,Medicare EE,Social Security ER,Medicare ER,401(k) EE,Health Ins,Net Pay
10/31/2025,10/12/2025,10/25/2025,Regular,E111,Steven Morgan,"$2,280.48",$319.27,$114.02,$141.39,$33.07,$141.39,$33.07,$114.02,$85.00,"$1,473.71"
10/31/2025,10/12/2025,10/25/2025,Regular,E112,Marcus Cox,"$1,730.01",$173.00,$77.85,$107.26,$25.09,$107.26,$25.09,$0.00,$0.00,"$1,346.81"
10/31/2025,10/12/2025,10/25/2025,Regular,E113,Charles Flores,"$1,580.93",$189.71,$86.95,$98.02,$22.92,$98.02,$22.92,$0.00,$0.00,"$1,183.33"
10/31/2025,10/12/2025,10/25/2025,Regular,E114,Richard Myers,"$1,700.56",$170.06,$68.02,$105.43,$24.66,$105.43,$24.66,$0.00,$140.00,"$1,192.39"
11/14/2025,10/26/2025,11/08/2025,Regular,E101,Deborah Okafor,"$2,985.47",$358.26,$164.20,$185.10,$43.29,$185.10,$43.29,$149.27,$0.00,"$2,085.35"
11/14/2025,10/26/2025,11/08/2025,Regular,E102,Rebecca Garcia,"$2,305.60",$322.78,$115.28,$142.95,$33.43,$142.95,$33.43,$115.28,$85.00,"$1,490.88"
11/14/2025,10/26/2025,11/08/2025,Regular,E103,Kimberly Rogers,"$2,250.23",$315.03,$123.76,$139.51,$32.63,$139.51,$32.63,$112.51,$85.00,"$1,441.79"
11/14/2025,10/26/2025,11/08/2025,Regular,E104,Gary Phillips,"$1,715.35",$274.46,$68.61,$106.35,$24.87,$106.35,$24.87,$0.00,$140.00,"$1,101.06"
11/14/2025,10/26/2025,11/08/2025,Regular,E105,Joshua Morris,"$1,250.71",$200.11,$68.79,$77.54,$18.14,$77.54,$18.14,$37.52,$85.00,$763.61
11/14/2025,10/26/2025,11/08/2025,Regular,E106,Dorothy Howard,"$1,705.89",$136.47,$76.77,$105.77,$24.74,$105.77,$24.74,$85.29,$85.00,"$1,191.85"
11/14/2025,10/26/2025,11/08/2025,Regular,E107,Margaret Cook,"$2,635.51",$263.55,$144.95,$163.40,$38.21,$163.40,$38.21,$0.00,$0.00,"$2,025.40"
11/14/2025,10/26/2025,11/08/2025,Regular,E108,Sarah Torres,"$1,250.98",$200.16,$68.80,$77.56,$18.14,$77.56,$18.14,$0.00,$85.00,$801.32
11/14/2025,10/26/2025,11/08/2025,Regular,E109,Sarah Foster,"$3,190.55",$382.87,$127.62,$197.81,$46.26,$197.81,$46.26,$159.53,$85.00,"$2,191.46"
11/14/2025,10/26/2025,11/08/2025,Regular,E111,Steven Morgan,"$2,280.31",$319.24,$114.02,$141.38,$33.06,$141.38,$33.06,$114.02,$85.00,"$1,473.59"
11/14/2025,10/26/2025,11/08/2025,Regular,E112,Marcus Cox,"$1,950.43",$195.04,$87.77,$120.93,$28.28,$120.93,$28.28,$0.00,$0.00,"$1,518.41"
11/14/2025,10/26/2025,11/08/2025,Regular,E113,Charles Flores,"$1,640.45",$196.85,$90.22,$101.71,$23.79,$101.71,$23.79,$0.00,$0.00,"$1,227.88"
11/14/2025,10/26/2025,11/08/2025,Regular,E114,Richard Myers,"$1,740.80",$174.08,$69.63,$107.93,$25.24,$107.93,$25.24,$0.00,$140.00,"$1,223.92"
11/28/2025,11/09/2025,11/22/2025,Regular,E101,Deborah Okafor,"$2,945.61",$353.47,$162.01,$182.63,$42.71,$182.63,$42.71,$147.28,$0.00,"$2,057.51"
11/28/2025,11/09/2025,11/22/2025,Regular,E102,Rebecca Garcia,"$2,265.37",$317.15,$113.27,$140.45,$32.85,$140.45,$32.85,$113.27,$85.00,"$1,463.38"
11/28/2025,11/09/2025,11/22/2025,Regular,E103,Kimberly Rogers,"$2,250.89",$315.12,$123.80,$139.56,$32.64,$139.56,$32.64,$112.54,$85.00,"$1,442.23"
11/28/2025,11/09/2025,11/22/2025,Regular,E104,Gary Phillips,"$1,875.79",$300.13,$75.03,$116.30,$27.20,$116.30,$27.20,$0.00,$140.00,"$1,217.13"
11/28/2025,11/09/2025,11/22/2025,Regular,E105,Joshua Morris,"$1,410.00",$225.60,$77.55,$87.42,$20.45,$87.42,$20.45,$42.30,$85.00,$871.68
11/28/2025,11/09/2025,11/22/2025,Regular,E106,Dorothy Howard,"$1,745.38",$139.63,$78.54,$108.21,$25.31,$108.21,$25.31,$87.27,$85.00,"$1,221.42"
11/28/2025,11/09/2025,11/22/2025,Regular,E107,Margaret Cook,"$2,475.98",$247.60,$136.18,$153.51,$35.90,$153.51,$35.90,$0.00,$0.00,"$1,902.79"
11/28/2025,11/09/2025,11/22/2025,Regular,E108,Sarah Torres,"$1,330.69",$212.91,$73.19,$82.50,$19.30,$82.50,$19.30,$0.00,$85.00,$857.79
11/28/2025,11/09/2025,11/22/2025,Regular,E109,Sarah Foster,"$3,250.54",$390.06,$130.02,$201.53,$47.13,$201.53,$47.13,$162.53,$85.00,"$2,234.27"
11/28/2025,11/09/2025,11/22/2025,Regular,E111,Steven Morgan,"$2,440.11",$341.62,$122.01,$151.29,$35.38,$151.29,$35.38,$122.01,$85.00,"$1,582.80"
11/28/2025,11/09/2025,11/22/2025,Regular,E112,Marcus Cox,"$1,950.97",$195.10,$87.79,$120.96,$28.29,$120.96,$28.29,$0.00,$0.00,"$1,518.83"
11/28/2025,11/09/2025,11/22/2025,Regular,E113,Charles Flores,"$1,680.69",$201.68,$92.44,$104.20,$24.37,$104.20,$24.37,$0.00,$0.00,"$1,258.00"
11/28/2025,11/09/2025,11/22/2025,Regular,E114,Richard Myers,"$1,520.35",$152.03,$60.81,$94.26,$22.05,$94.26,$22.05,$0.00,$140.00,"$1,051.20"
12/12/2025,11/23/2025,12/06/2025,Regular,E101,Deborah Okafor,"$2,945.15",$353.42,$161.98,$182.60,$42.70,$182.60,$42.70,$147.26,$0.00,"$2,057.19"
12/12/2025,11/23/2025,12/06/2025,Regular,E102,Rebecca Garcia,"$2,305.85",$322.82,$115.29,$142.96,$33.43,$142.96,$33.43,$115.29,$85.00,"$1,491.06"
12/12/2025,11/23/2025,12/06/2025,Regular,E103,Kimberly Rogers,"$2,250.00",$315.00,$123.75,$139.50,$32.62,$139.50,$32.62,$112.50,$85.00,"$1,441.63"
12/12/2025,11/23/2025,12/06/2025,Regular,E104,Gary Phillips,"$1,795.50",$287.28,$71.82,$111.32,$26.03,$111.32,$26.03,$0.00,$140.00,"$1,159.05"
12/12/2025,11/23/2025,12/06/2025,Regular,E105,Joshua Morris,"$1,190.56",$190.49,$65.48,$73.81,$17.26,$73.81,$17.26,$35.72,$85.00,$722.80
12/12/2025,11/23/2025,12/06/2025,Regular,E106,Dorothy Howard,"$1,705.95",$136.48,$76.77,$105.77,$24.74,$105.77,$24.74,$85.30,$85.00,"$1,191.89"
12/12/2025,11/23/2025,12/06/2025,Regular,E107,Margaret Cook,"$2,555.45",$255.54,$140.55,$158.44,$37.05,$158.44,$37.05,$0.00,$0.00,"$1,963.87"
12/12/2025,11/23/2025,12/06/2025,Regular,E108,Sarah Torres,"$1,330.96",$212.95,$73.20,$82.52,$19.30,$82.52,$19.30,$0.00,$85.00,$857.99
12/12/2025,11/23/2025,12/06/2025,Regular,E109,Sarah Foster,"$3,290.76",$394.89,$131.63,$204.03,$47.72,$204.03,$47.72,$164.54,$85.00,"$2,262.95"
12/12/2025,11/23/2025,12/06/2025,Regular,E111,Steven Morgan,"$2,280.04",$319.21,$114.00,$141.36,$33.06,$141.36,$33.06,$114.00,$85.00,"$1,473.41"
12/12/2025,11/23/2025,12/06/2025,Regular,E112,Marcus Cox,"$1,790.33",$179.03,$80.56,$111.00,$25.96,$111.00,$25.96,$0.00,$0.00,"$1,393.78"
12/12/2025,11/23/2025,12/06/2025,Regular,E113,Charles Flores,"$1,720.68",$206.48,$94.64,$106.68,$24.95,$106.68,$24.95,$0.00,$0.00,"$1,287.93"
12/12/2025,11/23/2025,12/06/2025,Regular,E114,Richard Myers,"$1,700.15",$170.02,$68.01,$105.41,$24.65,$105.41,$24.65,$0.00,$140.00,"$1,192.06"
12/26/2025,12/07/2025,12/20/2025,Regular,E101,Deborah Okafor,"$2,985.97",$358.32,$164.23,$185.13,$43.30,$185.13,$43.30,$149.30,$0.00,"$2,085.69"
12/26/2025,12/07/2025,12/20/2025,Regular,E102,Rebecca Garcia,"$2,225.08",$311.51,$111.25,$137.95,$32.26,$137.95,$32.26,$111.25,$85.00,"$1,435.86"
12/26/2025,12/07/2025,12/20/2025,Regular,E103,Kimberly Rogers,"$2,190.37",$306.65,$120.47,$135.80,$31.76,$135.80,$31.76,$109.52,$85.00,"$1,401.17"
12/26/2025,12/07/2025,12/20/2025,Regular,E104,Gary Phillips,"$1,795.66",$287.31,$71.83,$111.33,$26.04,$111.33,$26.04,$0.00,$140.00,"$1,159.15"
12/26/2025,12/07/2025,12/20/2025,Regular,E105,Joshua Morris,"$1,250.73",$200.12,$68.79,$77.55,$18.14,$77.55,$18.14,$37.52,$85.00,$763.61
12/26/2025,12/07/2025,12/20/2025,Regular,E106,Dorothy Howard,"$1,745.68",$139.65,$78.56,$108.23,$25.31,$108.23,$25.31,$87.28,$85.00,"$1,221.65"
12/26/2025,12/07/2025,12/20/2025,Regular,E107,Margaret Cook,"$2,475.52",$247.55,$136.15,$153.48,$35.90,$153.48,$35.90,$0.00,$0.00,"$1,902.44"
12/26/2025,12/07/2025,12/20/2025,Regular,E108,Sarah Torres,"$1,190.94",$190.55,$65.50,$73.84,$17.27,$73.84,$17.27,$0.00,$85.00,$758.78
12/26/2025,12/07/2025,12/20/2025,Regular,E109,Sarah Foster,"$3,330.37",$399.64,$133.21,$206.48,$48.29,$206.48,$48.29,$166.52,$85.00,"$2,291.23"
12/26/2025,12/07/2025,12/20/2025,Regular,E111,Steven Morgan,"$2,440.47",$341.67,$122.02,$151.31,$35.39,$151.31,$35.39,$122.02,$85.00,"$1,583.06"
12/26/2025,12/07/2025,12/20/2025,Regular,E112,Marcus Cox,"$1,790.20",$179.02,$80.56,$110.99,$25.96,$110.99,$25.96,$0.00,$0.00,"$1,393.67"
12/26/2025,12/07/2025,12/20/2025,Regular,E113,Charles Flores,"$1,640.89",$196.91,$90.25,$101.74,$23.79,$101.74,$23.79,$0.00,$0.00,"$1,228.20"
12/26/2025,12/07/2025,12/20/2025,Regular,E114,Richard Myers,"$1,580.48",$158.05,$63.22,$97.99,$22.92,$97.99,$22.92,$0.00,$140.00,"$1,098.30"
