Gift ID,Donor ID,Donor Name,Gift Date,Amount,Gift Type,Campaign,Status,Notes
G-50595,D-10022,PRIYA ROBINSON,01/17/2026,"1,203.00",Credit card,Kitten Season,Posted,
G-50596,D-10145,C. Roberts,01/18/2026,68.00,Credit card,Spring Appeal,Posted,
G-50597,D-10032,Dana Cook,01/19/2026,162.00,Check,Year-End Appeal,Posted,
G-50598,D-10075,Brian Smith,01/21/2026,199.00,ACH,Spring Appeal,Posted,
G-50599,D-10207,Jennifer Brown,01/23/2026,101.00,Credit card,Monthly Guardians,Posted,
G-50600,D-10143,Amara Harris,01/25/2026,205.00,Credit card,Spring Appeal,Posted,
G-50601,D-10179,Omar Ramos,01/25/2026,184.00,ACH,General,Posted,
G-50602,D-10169,AMANDA ANDERSON,01/26/2026,200.00,Check,Kitten Season,Posted,
G-50603,D-10080,P. Mensah,01/27/2026,33.00,Credit card,Gala,Posted,
G-50604,D-10025,RYAN NGUYEN,02/01/2026,194.00,ACH,Monthly Guardians,Posted,
G-50605,D-10140,Brian Gonzalez,02/01/2026,33.00,Check,Kitten Season,Posted,
G-50606,D-10038,"Jones, Amara",02/02/2026,245.00,PayPal,General,Posted,
G-50607,D-10055,Ronald Chavez,02/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50608,D-10023,BRIAN ROBINSON,02/04/2026,"2,844.00",Credit card,General,Posted,
G-50609,D-10224,George Hernandez,02/04/2026,"3,006.00",DAF grant,Kitten Season,Posted,
G-50610,D-10070,Kathleen Campbell,02/07/2026,50.00,Credit card,Spring Appeal,Posted,
G-50611,D-10176,Jennifer Evans,02/07/2026,184.00,Check,Kitten Season,Posted,
G-50612,D-10202,Donna Peterson,02/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50613,D-10225,Emily Lopez,02/07/2026,"1,150.00",Stock,Gala,Posted,
G-50614,D-10035,"Torres, Joshua",02/08/2026,97.00,Credit card,Gala,Posted,
G-50615,D-10068,Wei Clark,02/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50616,D-10074,"Turner, Dorothy",02/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50617,D-10016,Anna Johnson,02/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50618,D-10132,Thomas & Marcus Johnson,02/12/2026,"5,549.00",Check,Gala,Posted,
G-50619,D-10146,DONNA COOK,02/12/2026,243.00,ACH,Kitten Season,Posted,
G-50620,D-10228,Mateo Baker,02/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50621,D-10018,Margaret Diaz,02/14/2026,216.00,Credit card,Monthly Guardians,Posted,
G-50622,D-10195,"Turner, Amara",02/14/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50623,D-10153,"Baker, Sarah",02/15/2026,359.00,Credit card,General,Posted,
G-50624,D-10218,Anna Hughes,02/15/2026,980.00,ACH,Kitten Season,Posted,
G-50625,D-10023,Brian Robinson,02/19/2026,"1,062.00",PayPal,Monthly Guardians,Posted,
G-50626,D-10139,Timothy Sanchez,02/19/2026,185.00,ACH,Spring Appeal,Posted,
G-50627,D-10075,Brian Smith,02/20/2026,50.00,Check,General,Posted,
G-50628,D-10126,M. Miller,02/21/2026,280.00,Check,General,Posted,
G-50629,D-10132,"Johnson, Thomas",02/21/2026,"-1,387.00",Refund,General,Posted,Refund of G-50618
G-50630,D-10206,"Green, Aisha",02/24/2026,"5,908.00",Check,Year-End Appeal,Posted,
G-50631,D-10126,Margaret Miller,02/26/2026,424.00,Credit card,Spring Appeal,Posted,
G-50632,D-10071,Carlos Peterson,03/01/2026,123.00,PayPal,Year-End Appeal,Posted,
G-50633,D-10158,Nadia Morgan,03/01/2026,116.00,Check,Kitten Season,Posted,
G-50634,D-10088,William Williams,03/02/2026,180.00,PayPal,General,Posted,
G-50635,D-10055,Ronald Chavez,03/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50636,D-10011,Laura Wright,03/04/2026,189.00,Credit card,Gala,Posted,
G-50637,D-10056,Lisa Perez,03/05/2026,192.00,PayPal,Gala,Posted,
G-50638,D-10202,Donna Peterson,03/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50639,D-10068,Wei Clark,03/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50640,D-10074,Dorothy Turner,03/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50641,D-10016,Anna Johnson,03/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50642,D-10239,ROBERT YOUNG,03/10/2026,105.00,Credit card,Monthly Guardians,Posted,
G-50643,D-10171,Ingrid Lindqvist,03/11/2026,312.00,Check,Monthly Guardians,Posted,
G-50644,D-10181,Fatima Peterson,03/13/2026,"2,737.00",Credit card,Monthly Guardians,Posted,
G-50645,D-10228,Mateo Baker,03/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50646,D-10079,Ryan Kim,03/14/2026,119.00,Credit card,Spring Appeal,Posted,
G-50647,D-10118,Laura Lewis,03/14/2026,217.00,Credit card,Kitten Season,Posted,
G-50648,D-10195,Amara Turner,03/14/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50649,D-10137,Marcus Richardson,03/15/2026,85.00,Credit card,Monthly Guardians,Posted,
G-50650,D-10164,Lisa Morgan,03/15/2026,"1,385.00",In-kind,General,Posted,Veterinary supplies
G-50651,D-10027,Wei Chavez,03/17/2026,"3,777.00",Credit card,Kitten Season,Posted,
G-50652,D-10062,Dorothy Collins,03/17/2026,147.00,ACH,Gala,Posted,
G-50653,D-10097,Dmitri Wright,03/18/2026,243.00,Credit card,Monthly Guardians,Posted,
G-50654,D-10179,O. Ramos,03/18/2026,124.00,Credit card,Gala,Posted,
G-50655,D-10205,Richard Clark,03/18/2026,57.00,ACH,Kitten Season,Posted,
G-50656,D-10220,Dorothy King,03/20/2026,"4,580.00",DAF grant,Gala,Posted,
G-50657,D-10193,Jennifer Harris,03/21/2026,133.00,PayPal,Kitten Season,Posted,
G-50658,D-10199,Christopher Ross,03/21/2026,54.00,Check,Monthly Guardians,Posted,
G-50659,D-10211,Laura Gomez,03/26/2026,"1,044.00",ACH,Spring Appeal,Posted,
G-50660,D-10204,K. Green,03/28/2026,218.00,Credit card,Kitten Season,Posted,
G-50661,D-10076,Jonathan Cooper,03/29/2026,243.00,Credit card,Monthly Guardians,Posted,
G-50662,D-10057,"Robinson, Nicholas",04/01/2026,"4,771.00",DAF grant,Gala,Posted,
G-50663,D-10093,B. Nguyen,04/01/2026,168.00,Credit card,General,Posted,
G-50664,D-10209,DONNA PATEL,04/02/2026,175.00,Credit card,General,Posted,
G-50665,D-10055,Ronald Chavez,04/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50666,D-10062,Dorothy Collins,04/03/2026,-74.00,Refund,Monthly Guardians,Posted,Refund of G-50652
G-50667,D-10191,"Evans, Barbara",04/04/2026,69.00,Check,Monthly Guardians,Posted,
G-50668,D-10043,Leila Lindqvist,04/05/2026,210.00,PayPal,Kitten Season,Posted,
G-50669,D-10134,Amara Ramirez,04/05/2026,"2,672.00",Credit card,Year-End Appeal,Posted,
G-50670,D-10208,Mary Haddad,04/05/2026,203.00,Credit card,Monthly Guardians,Posted,
G-50671,D-10132,"Johnson, Thomas",04/07/2026,"11,744.00",Stock,Spring Appeal,Posted,
G-50672,D-10202,Donna Peterson,04/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50673,D-10068,Wei Clark,04/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50674,D-10074,Dorothy Turner,04/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50675,D-10016,Anna Johnson,04/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50676,D-10042,"Peterson, George",04/13/2026,149.00,Credit card,Year-End Appeal,Posted,
G-50677,D-10228,MATEO BAKER,04/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50678,D-10195,Amara Turner,04/14/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50679,D-10049,Ronald Mitchell,04/16/2026,"2,931.00",Check,Monthly Guardians,Posted,
G-50680,D-10050,G. Myers,04/18/2026,"1,314.00",PayPal,Kitten Season,Refunded,
G-50681,D-10210,Luis Green,04/22/2026,341.00,PayPal,Monthly Guardians,Posted,
G-50682,D-10018,Margaret Diaz,04/24/2026,627.00,Check,Gala,Posted,
G-50683,D-10061,B. Kelly,04/24/2026,166.00,PayPal,Year-End Appeal,Posted,
G-50684,D-10029,K. Patel,04/27/2026,244.00,ACH,Spring Appeal,Posted,
G-50685,D-10222,Anthony Flores,04/27/2026,106.00,Credit card,Year-End Appeal,Posted,
G-50686,D-10230,"Garcia, Michelle",04/30/2026,39.00,PayPal,Kitten Season,Posted,
G-50687,D-10235,Richard Cooper,04/30/2026,58.00,Check,Kitten Season,Posted,
G-50688,D-10091,PAUL ANDERSON,05/01/2026,56.00,Credit card,Kitten Season,Posted,
G-50689,D-10055,RONALD CHAVEZ,05/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50690,D-10071,Carlos Peterson,05/03/2026,250.00,Credit card,Kitten Season,Posted,
G-50691,D-10049,Ronald Mitchell,05/04/2026,"1,904.00",PayPal,Spring Appeal,Posted,
G-50692,D-10230,Michelle Garcia,05/04/2026,"2,654.00",Credit card,General,Posted,
G-50693,D-10245,Marlowe Family Foundation,05/04/2026,"8,085.00",Check,Kitten Season,Posted,
G-50694,D-10131,Carlos Allen,05/05/2026,100.00,Check,Gala,Posted,
G-50695,D-10084,Barbara Mensah,05/07/2026,127.00,Check,Kitten Season,Posted,
G-50696,D-10165,Margaret Wright,05/07/2026,194.00,PayPal,General,Posted,
G-50697,D-10202,Donna Peterson,05/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50698,D-10068,W. Clark,05/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50699,D-10074,Dorothy Turner,05/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50700,D-10178,Charles Taylor,05/08/2026,181.00,PayPal,Spring Appeal,Posted,
G-50701,D-10211,Laura Gomez,05/09/2026,244.00,Credit card,Spring Appeal,Posted,
G-50702,D-10016,Anna Johnson,05/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50703,D-10232,Kenneth Osei,05/10/2026,"5,645.00",Check,Year-End Appeal,Posted,
G-50704,D-10076,Jonathan Cooper,05/13/2026,226.00,Credit card,Kitten Season,Posted,
G-50705,D-10120,Patricia Gomez,05/13/2026,"2,419.00",Credit card,Spring Appeal,Posted,
G-50706,D-10186,J. Collins,05/13/2026,"1,658.00",ACH,Year-End Appeal,Posted,
G-50707,D-10228,Mateo Baker,05/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50708,D-10195,AMARA TURNER,05/14/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50709,D-10084,Barbara Mensah,05/17/2026,51.00,PayPal,Kitten Season,Posted,
G-50710,D-10098,Mateo Castillo,05/17/2026,"1,350.00",Credit card,Kitten Season,Posted,
G-50711,D-10193,Jennifer Harris,05/19/2026,83.00,Check,Spring Appeal,Posted,
G-50712,D-10208,MARY HADDAD,05/21/2026,211.00,PayPal,General,Posted,
G-50713,D-10034,Chloe Harris,05/22/2026,100.00,Credit card,Spring Appeal,Posted,
G-50714,D-10066,ANGELA TAYLOR,05/23/2026,91.00,Check,General,Refunded,
G-50715,D-10056,"Perez, Lisa",05/24/2026,59.00,Credit card,Spring Appeal,Posted,
G-50716,D-10181,Fatima Peterson,05/24/2026,"1,363.00",Check,Spring Appeal,Posted,
G-50717,D-10157,Priya Hall,05/28/2026,151.00,Credit card,Spring Appeal,Posted,
G-50718,D-10177,ELIZABETH CARTER,05/28/2026,206.00,PayPal,Monthly Guardians,Posted,
G-50719,D-10105,"King, Matthew",05/31/2026,122.00,PayPal,Kitten Season,Posted,
G-50720,D-10138,Angela Jones,06/01/2026,180.00,ACH,Monthly Guardians,Posted,
G-50721,D-10163,Sarah Perez,06/01/2026,232.00,Credit card,Kitten Season,Posted,
G-50722,D-10055,RONALD CHAVEZ,06/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50723,D-10158,Nadia Morgan,06/04/2026,240.00,Credit card,General,Refunded,
G-50724,D-10015,Patricia Wood,06/06/2026,59.00,ACH,Spring Appeal,Posted,
G-50725,D-10202,Donna Peterson,06/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50726,D-10042,George Peterson,06/08/2026,135.00,Credit card,Kitten Season,Posted,
G-50727,D-10068,WEI CLARK,06/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50728,D-10074,DOROTHY TURNER,06/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50729,D-10193,Jennifer Harris,06/08/2026,"2,207.00",Credit card,Year-End Appeal,Posted,
G-50730,D-10060,Stephanie Rogers,06/09/2026,45.00,Credit card,Monthly Guardians,Posted,
G-50731,D-10016,Anna Johnson,06/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50732,D-10067,Eric Lindqvist,06/11/2026,184.00,Check,Monthly Guardians,Posted,
G-50733,D-10136,Lisa Lindqvist,06/13/2026,518.00,Credit card,Year-End Appeal,Posted,
G-50734,D-10140,Brian Gonzalez,06/13/2026,248.00,Check,Spring Appeal,Posted,
G-50735,D-10228,Mateo Baker,06/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50736,D-10195,Amara Turner,06/14/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50737,D-10171,Ingrid Lindqvist,06/17/2026,45.00,Check,Spring Appeal,Posted,
G-50738,D-10239,Robert Young,06/18/2026,219.00,PayPal,Kitten Season,Posted,
G-50739,D-10025,Ryan Nguyen,06/19/2026,541.00,Credit card,Kitten Season,Posted,
G-50740,D-10099,Donna Collins,06/22/2026,700.00,Credit card,Spring Appeal,Refunded,
G-50741,D-10046,Jeffrey Bennett,06/23/2026,215.00,Credit card,General,Posted,
G-50742,D-10220,Dorothy King,06/24/2026,46.00,Credit card,Monthly Guardians,Posted,
G-50743,D-10183,William Wright,06/25/2026,127.00,Credit card,General,Posted,
G-50744,D-10207,Jennifer Brown,06/25/2026,136.00,ACH,General,Posted,
G-50745,D-10198,"Walker, Nadia",06/28/2026,57.00,Check,Gala,Posted,
G-50746,D-10062,Dorothy Collins,06/30/2026,210.00,Credit card,General,Posted,
G-50747,D-10190,Chloe Johnson,06/30/2026,222.00,Credit card,Spring Appeal,Posted,
