MileTrack - Trips export
Account: Brightside Home Health | Range: 07/27/2026 - 09/04/2026
Trip date,Start time,Driver,From,To,Purpose,Miles,Round trip
08/18/2026,11:34 AM,GARY PHILLIPS,Pt 5756,Pt 4012,Patient visit,9.8,
08/18/2026,12:36 PM,Gary Phillips,Pt 4012,Pt 2131,Patient visit,9.9,
08/18/2026,1:46 PM,Gary Phillips,Pt 2131,Home,Drive home,17.0,
08/18/2026,7:43 AM,Joshua Morris,Home,Pt 4909,Patient visit,17.7,
08/18/2026,9:07 AM,Joshua Morris,Pt 4909,Pt 1633,Patient visit,15.3,
08/18/2026,10:20 AM,Joshua Morris,Pt 1633,Pt 5938,Patient visit,6.8,
08/18/2026,11:16 AM,Joshua Morris,Pt 5938,Pt 6194,Patient visit,8.9,
08/18/2026,12:22 PM,Joshua Morris,Pt 6194,Home,Drive home,10.5,
08/18/2026,8:05 AM,Kimberly Rogers,Home,Pt 2786,Patient visit,21.6,
08/18/2026,9:33 AM,Kimberly Rogers,Pt 2786,Quest lab - Elm Dr,Supply pickup,3.9,Yes
08/18/2026,10:33 AM,Kimberly Rogers,Pt 2786,Pt 9594,Patient visit,7.1,
08/18/2026,11:49 AM,Kimberly Rogers,Pt 9594,Home,Drive home,11.8,
08/18/2026,8:29 AM,Margaret Cook,Home,Office,Team meeting,13.2,
08/18/2026,9:54 AM,Margaret Cook,Office,Pt 4966,Patient visit,3.1,
08/18/2026,11:01 AM,Margaret Cook,Pt 4966,Pt 9016,Patient visit,13.4,
08/18/2026,12:22 PM,MARGARET COOK,Pt 9016,Home,Drive home,16.5,
08/18/2026,8:09 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/18/2026,9:42 AM,Rebecca Garcia,Office,Pt 2031,Patient visit,5.1,
08/18/2026,10:35 AM,REBECCA GARCIA,Pt 2031,Pt 4350,Patient visit,14.5,
08/18/2026,12:10 PM,Rebecca Garcia,Pt 4350,Pt 2318,Patient visit,7.2,
08/18/2026,1:05 PM,Rebecca Garcia,Pt 2318,Home,Drive home,5.3,
08/18/2026,7:27 AM,Sarah Foster,Home,Pt 8807,Patient visit,21.2,
08/18/2026,8:45 AM,Sarah Foster,Pt 8807,Pt 7306,Patient visit,15.2,
08/18/2026,10:11 AM,Sarah Foster,Pt 7306,Pt 9896,Patient visit,8.4,
08/18/2026,11:29 AM,SARAH FOSTER,Pt 9896,Pt 8815,Patient visit,4.5,
08/18/2026,12:43 PM,Sarah Foster,Pt 8815,Home,Drive home,17.2,
08/18/2026,7:51 AM,Sarah Torres,Home,Pt 9086,Patient visit,9.2,
08/18/2026,9:11 AM,SARAH TORRES,Pt 9086,Pt 4966,Patient visit,5.9,
08/18/2026,10:06 AM,Sarah Torres,Pt 4966,Pt 4996,Patient visit,4.5,
08/18/2026,11:01 AM,Sarah Torres,Pt 4996,CVS Pharmacy - Main St,Supply pickup,9.0,Yes
08/18/2026,12:43 PM,Sarah Torres,Pt 4996,Pt 8253,Patient visit,4.7,
08/18/2026,1:38 PM,Sarah Torres,Pt 8253,Pt 6243,Patient visit,15.5,
08/18/2026,2:45 PM,Sarah Torres,Pt 6243,Office,Charting / drop paperwork,10.2,
08/18/2026,4:01 PM,Sarah Torres,Office,Home,Drive home,10.5,
08/19/2026,7:26 AM,Deborah Okafor,Home,Office,Team meeting,12.4,
08/19/2026,8:31 AM,Deborah Okafor,Office,Pt 9594,Patient visit,7.0,
08/19/2026,9:50 AM,Deborah Okafor,Pt 9594,Pt 9016,Patient visit,12.3,
08/19/2026,10:58 AM,Deborah Okafor,Pt 9016,Home,Drive home,3.9,
08/19/2026,7:26 AM,Gary Phillips,Home,Pt 5756,Patient visit,16.6,
08/19/2026,8:48 AM,Gary Phillips,Pt 5756,Pt 9989,Patient visit,14.3,
08/19/2026,10:21 AM,Gary Phillips,Pt 9989,Pt 6180,Patient visit,13.2,
08/19/2026,11:46 AM,Gary Phillips,Pt 6180,Pt 2131,Patient visit,4.9,
08/19/2026,12:31 PM,Gary Phillips,Pt 2131,Pt 1230,Patient visit,12.6,
08/19/2026,1:46 PM,Gary Phillips,Pt 1230,Office,Charting / drop paperwork,7.2,
08/19/2026,2:40 PM,GARY PHILLIPS,Office,Home,Drive home,12.2,
08/19/2026,7:30 AM,Joshua Morris,Home,Pt 6194,Patient visit,6.4,
08/19/2026,8:34 AM,Joshua Morris,Pt 6194,Pt 8253,Patient visit,12.2,
08/19/2026,9:47 AM,Joshua Morris,Pt 8253,Pt 1633,Patient visit,6.4,
08/19/2026,10:34 AM,Joshua Morris,Pt 1633,Pt 2031,Patient visit,6.8,
08/19/2026,11:31 AM,Joshua Morris,Pt 2031,Quest lab - Elm Dr,Supply pickup,5.9,Yes
08/19/2026,12:51 PM,Joshua Morris,Pt 2031,Home,Drive home,18.0,
08/19/2026,7:49 AM,Kimberly Rogers,Home,Pt 4329,Patient visit,17.1,
08/19/2026,8:59 AM,Kimberly Rogers,Pt 4329,Quest lab - Elm Dr,Supply pickup,4.6,Yes
08/19/2026,10:35 AM,Kimberly Rogers,Pt 4329,Pt 9594,Patient visit,5.3,
08/19/2026,11:28 AM,Kimberly Rogers,Pt 9594,Home,Drive home,7.3,
08/19/2026,7:37 AM,Margaret Cook,Home,Pt 9016,Patient visit,15.3,
08/19/2026,8:49 AM,Margaret Cook,Pt 9016,Pt 2528,Patient visit,5.3,
08/19/2026,9:37 AM,MARGARET COOK,Pt 2528,Pt 4059,Patient visit,1.8,
08/19/2026,10:36 AM,Margaret Cook,Pt 4059,Pt 1540,Patient visit,3.9,
08/19/2026,11:37 AM,Margaret Cook,Pt 1540,Office,Charting / drop paperwork,9.6,
08/19/2026,12:43 PM,Margaret Cook,Office,Home,Drive home,13.2,
08/19/2026,7:30 AM,Rebecca Garcia,Home,Pt 6194,Patient visit,6.1,
08/19/2026,8:33 AM,Rebecca Garcia,Pt 6194,Pt 9965,Patient visit,14.4,
08/19/2026,9:44 AM,Rebecca Garcia,Pt 9965,Pt 6180,Patient visit,14.1,
08/19/2026,11:12 AM,Rebecca Garcia,Pt 6180,Pt 1540,Patient visit,15.7,
08/19/2026,12:30 PM,Rebecca Garcia,Pt 1540,Office,Charting / drop paperwork,6.5,
08/19/2026,1:38 PM,Rebecca Garcia,Office,Home,Drive home,18.2,
08/19/2026,7:39 AM,Sarah Foster,Home,Pt 9896,Patient visit,5.1,
08/19/2026,8:26 AM,SARAH FOSTER,Pt 9896,Pt 8815,Patient visit,8.2,
08/19/2026,9:17 AM,Sarah Foster,Pt 8815,Pt 5712,Patient visit,15.7,
08/19/2026,10:31 AM,Sarah Foster,Pt 5712,Office,Charting / drop paperwork,6.9,
08/19/2026,11:43 AM,Sarah Foster,Office,Home,Drive home,5.7,
08/20/2026,8:16 AM,Joshua Morris,Home,Pt 5712,Patient visit,8.6,
08/20/2026,9:22 AM,Joshua Morris,Pt 5712,Pt 3334,Patient visit,6.2,
08/20/2026,10:26 AM,JOSHUA MORRIS,Pt 3334,Pt 9989,Patient visit,13.4,
08/20/2026,11:39 AM,JOSHUA MORRIS,Pt 9989,Home,Drive home,11.1,
08/20/2026,7:38 AM,KIMBERLY ROGERS,Home,Office,Team meeting,13.5,
08/20/2026,9:04 AM,Kimberly Rogers,Office,Pt 9896,Patient visit,13.4,
08/20/2026,10:40 AM,Kimberly Rogers,Pt 9896,Pt 4329,Patient visit,12.2,
08/20/2026,11:58 AM,KIMBERLY ROGERS,Pt 4329,Pt 4966,Patient visit,8.5,
08/20/2026,1:05 PM,Kimberly Rogers,Pt 4966,Pt 2786,Patient visit,5.8,
08/20/2026,2:15 PM,Kimberly Rogers,Pt 2786,Walgreens #3310,Supply pickup,9.3,Yes
08/20/2026,3:58 PM,Kimberly Rogers,Pt 2786,Home,Drive home,11.7,
08/20/2026,8:10 AM,Margaret Cook,Home,Pt 2131,Patient visit,19.6,
08/20/2026,9:26 AM,Margaret Cook,Pt 2131,Pt 2528,Patient visit,15.3,
08/20/2026,10:45 AM,Margaret Cook,Pt 2528,Pt 9322,Patient visit,11.2,
08/20/2026,11:42 AM,Margaret Cook,Pt 9322,Office,Charting / drop paperwork,13.9,
08/20/2026,1:12 PM,Margaret Cook,Office,Home,Drive home,13.2,
08/20/2026,7:48 AM,Rebecca Garcia,Home,Pt 2501,Patient visit,9.3,
08/20/2026,8:57 AM,Rebecca Garcia,Pt 2501,Pt 1540,Patient visit,10.5,
08/20/2026,10:15 AM,Rebecca Garcia,Pt 1540,Home,Drive home,20.1,
08/20/2026,7:44 AM,Sarah Foster,Home,Pt 5712,Patient visit,18.1,
08/20/2026,9:08 AM,Sarah Foster,Pt 5712,Pt 7306,Patient visit,12.0,
08/20/2026,10:27 AM,Sarah Foster,Pt 7306,Pt 9016,Patient visit,15.6,
08/20/2026,12:08 PM,Sarah Foster,Pt 9016,Pt 8807,Patient visit,4.6,
08/20/2026,1:17 PM,Sarah Foster,Pt 8807,Office,Charting / drop paperwork,3.8,
08/20/2026,2:08 PM,Sarah Foster,Office,Home,Drive home,5.7,
08/20/2026,8:23 AM,Sarah Torres,Home,Pt 7534,Patient visit,5.6,
08/20/2026,9:27 AM,Sarah Torres,Pt 7534,Pt 9086,Patient visit,14.0,
08/20/2026,10:51 AM,SARAH TORRES,Pt 9086,Pt 4909,Patient visit,15.1,
08/20/2026,12:01 PM,Sarah Torres,Pt 4909,Office,Charting / drop paperwork,10.3,
08/20/2026,1:09 PM,SARAH TORRES,Office,Home,Drive home,10.5,
08/21/2026,8:03 AM,DEBORAH OKAFOR,Home,Pt 9969,Patient visit,12.8,
08/21/2026,9:10 AM,Deborah Okafor,Pt 9969,Pt 9016,Patient visit,14.3,
08/21/2026,10:31 AM,Deborah Okafor,Pt 9016,Pt 6243,Patient visit,4.6,
08/21/2026,11:23 AM,Deborah Okafor,Pt 6243,Pt 9594,Patient visit,3.3,
08/21/2026,12:28 PM,Deborah Okafor,Pt 9594,Home,Drive home,18.6,
08/21/2026,8:11 AM,Gary Phillips,Home,Pt 5260,Patient visit,6.1,
08/21/2026,9:25 AM,GARY PHILLIPS,Pt 5260,Pt 4012,Patient visit,15.2,
08/21/2026,11:00 AM,Gary Phillips,Pt 4012,Pt 1230,Patient visit,8.1,
08/21/2026,11:54 AM,Gary Phillips,Pt 1230,Home,Drive home,15.7,
08/21/2026,7:38 AM,Joshua Morris,Home,Pt 5769,Patient visit,17.1,
08/21/2026,9:14 AM,JOSHUA MORRIS,Pt 5769,Quest lab - Elm Dr,Supply pickup,8.3,Yes
08/21/2026,10:47 AM,Joshua Morris,Pt 5769,Pt 3334,Patient visit,11.8,
08/21/2026,12:19 PM,Joshua Morris,Pt 3334,Pt 1633,Patient visit,3.4,
08/21/2026,1:12 PM,Joshua Morris,Pt 1633,Pt 2031,Patient visit,6.2,
08/21/2026,2:10 PM,Joshua Morris,Pt 2031,Home,Drive home,12.6,
08/21/2026,7:41 AM,Kimberly Rogers,Home,Pt 9594,Patient visit,6.7,
08/21/2026,8:53 AM,Kimberly Rogers,Pt 9594,Pt 9989,Patient visit,1.9,
08/21/2026,9:37 AM,KIMBERLY ROGERS,Pt 9989,Medline supply depot,Supply pickup,5.9,Yes
08/21/2026,10:46 AM,KIMBERLY ROGERS,Pt 9989,Pt 9322,Patient visit,15.0,
08/21/2026,11:51 AM,Kimberly Rogers,Pt 9322,Pt 2786,Patient visit,4.5,
08/21/2026,12:42 PM,Kimberly Rogers,Pt 2786,Office,Charting / drop paperwork,11.4,
08/21/2026,2:02 PM,Kimberly Rogers,Office,Home,Drive home,13.5,
08/21/2026,8:17 AM,Margaret Cook,Home,Office,Team meeting,13.2,
08/21/2026,9:39 AM,Margaret Cook,Office,Pt 2318,Patient visit,13.9,
08/21/2026,11:14 AM,Margaret Cook,Pt 2318,Pt 4102,Patient visit,9.9,
08/21/2026,12:34 PM,Margaret Cook,Pt 4102,Pt 7306,Patient visit,8.9,
08/21/2026,1:57 PM,Margaret Cook,Pt 7306,Home,Drive home,10.5,
08/21/2026,8:01 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/21/2026,9:16 AM,REBECCA GARCIA,Office,Pt 8113,Patient visit,2.7,
08/21/2026,9:59 AM,REBECCA GARCIA,Pt 8113,Pt 4350,Patient visit,14.3,
08/21/2026,11:24 AM,Rebecca Garcia,Pt 4350,Pt 1540,Patient visit,3.3,
08/21/2026,12:32 PM,Rebecca Garcia,Pt 1540,Pt 6328,Patient visit,2.4,
08/21/2026,1:19 PM,Rebecca Garcia,Pt 6328,Home,Drive home,2.3,
08/21/2026,7:31 AM,Sarah Foster,Home,Pt 4996,Patient visit,13.5,
08/21/2026,8:39 AM,Sarah Foster,Pt 4996,Pt 2471,Patient visit,4.7,
08/21/2026,9:31 AM,Sarah Foster,Pt 2471,Home,Drive home,13.5,
08/21/2026,8:16 AM,Sarah Torres,Home,Pt 9541,Patient visit,11.7,
08/21/2026,9:31 AM,Sarah Torres,Pt 9541,Pt 4996,Patient visit,8.4,
08/21/2026,10:43 AM,Sarah Torres,Pt 4996,Pt 9086,Patient visit,3.4,
08/21/2026,11:40 AM,Sarah Torres,Pt 9086,Pt 8253,Patient visit,13.3,
08/21/2026,1:09 PM,SARAH TORRES,Pt 8253,Pt 6243,Patient visit,5.0,
08/21/2026,1:55 PM,Sarah Torres,Pt 6243,Office,Charting / drop paperwork,2.9,
08/21/2026,2:56 PM,Sarah Torres,Office,Home,Drive home,10.5,
08/22/2026,9:47 AM,Kimberly Rogers,Home,Pt 2786,Patient visit,21.2,Yes
08/24/2026,7:47 AM,Deborah Okafor,Home,Pt 2031,Patient visit,7.8,
08/24/2026,8:51 AM,Deborah Okafor,Pt 2031,Medline supply depot,Supply pickup,8.7,Yes
08/24/2026,10:15 AM,Deborah Okafor,Pt 2031,Pt 5769,Patient visit,13.4,
08/24/2026,11:48 AM,Deborah Okafor,Pt 5769,Pt 4966,Patient visit,10.9,
08/24/2026,1:17 PM,Deborah Okafor,Pt 4966,Home,Drive home,19.1,
08/24/2026,2:56 PM,Deborah Okafor,Home,Target,Personal,8.1,
08/24/2026,4:19 PM,Deborah Okafor,Target,Home,Personal,8.1,
08/24/2026,7:51 AM,GARY PHILLIPS,Home,Pt 2031,Patient visit,7.7,
08/24/2026,9:16 AM,Gary Phillips,Pt 2031,CVS Pharmacy - Main St,Supply pickup,4.5,Yes
08/24/2026,10:27 AM,GARY PHILLIPS,Pt 2031,Pt 6180,Patient visit,15.9,
08/24/2026,11:43 AM,Gary Phillips,Pt 6180,Pt 5756,Patient visit,8.2,
08/24/2026,12:49 PM,Gary Phillips,Pt 5756,Home,Drive home,16.9,
08/24/2026,8:13 AM,Joshua Morris,Home,Pt 3334,Patient visit,21.1,
08/24/2026,9:43 AM,JOSHUA MORRIS,Pt 3334,Pt 9989,Patient visit,15.6,
08/24/2026,11:18 AM,Joshua Morris,Pt 9989,Pt 5769,Patient visit,5.6,
08/24/2026,12:17 PM,Joshua Morris,Pt 5769,Pt 5938,Patient visit,2.6,
08/24/2026,1:22 PM,Joshua Morris,Pt 5938,Pt 7306,Patient visit,9.6,
08/24/2026,2:21 PM,Joshua Morris,Pt 7306,Home,Drive home,18.7,
08/24/2026,8:12 AM,Kimberly Rogers,Home,Pt 5260,Patient visit,4.9,
08/24/2026,9:09 AM,KIMBERLY ROGERS,Pt 5260,Pt 4350,Patient visit,14.8,
08/24/2026,10:41 AM,KIMBERLY ROGERS,Pt 4350,Pt 4329,Patient visit,6.1,
08/24/2026,11:53 AM,Kimberly Rogers,Pt 4329,Quest lab - Elm Dr,Supply pickup,9.1,Yes
08/24/2026,1:30 PM,KIMBERLY ROGERS,Pt 4329,Home,Drive home,3.6,
08/24/2026,7:36 AM,MARGARET COOK,Home,Pt 9086,Patient visit,10.1,
08/24/2026,8:42 AM,Margaret Cook,Pt 9086,Pt 4059,Patient visit,2.1,
08/24/2026,9:51 AM,MARGARET COOK,Pt 4059,Pt 9322,Patient visit,7.2,
08/24/2026,10:52 AM,Margaret Cook,Pt 9322,Pt 2494,Patient visit,13.7,
08/24/2026,12:04 PM,Margaret Cook,Pt 2494,Pt 2131,Patient visit,9.4,
08/24/2026,1:09 PM,Margaret Cook,Pt 2131,Office,Charting / drop paperwork,7.6,
08/24/2026,2:03 PM,Margaret Cook,Office,Home,Drive home,13.2,
08/24/2026,8:12 AM,Rebecca Garcia,Home,Pt 2031,Patient visit,8.7,
08/24/2026,9:28 AM,Rebecca Garcia,Pt 2031,Pt 6328,Patient visit,15.4,
08/24/2026,10:43 AM,Rebecca Garcia,Pt 6328,Pt 2020,Patient visit,15.4,
08/24/2026,11:48 AM,Rebecca Garcia,Pt 2020,Pt 9857,Patient visit,13.6,
08/24/2026,1:22 PM,Rebecca Garcia,Pt 9857,Home,Drive home,17.4,
08/24/2026,7:47 AM,Sarah Foster,Home,Office,Team meeting,5.7,
08/24/2026,9:05 AM,Sarah Foster,Office,Pt 2020,Patient visit,5.1,
08/24/2026,9:56 AM,Sarah Foster,Pt 2020,Pt 8815,Patient visit,2.0,
08/24/2026,10:58 AM,Sarah Foster,Pt 8815,Pt 5712,Patient visit,15.1,
08/24/2026,12:24 PM,Sarah Foster,Pt 5712,Home,Drive home,10.1,
08/24/2026,8:15 AM,Sarah Torres,Home,Office,Team meeting,10.5,
08/24/2026,9:20 AM,Sarah Torres,Office,Walgreens #3310,Supply pickup,2.8,Yes
08/24/2026,10:20 AM,Sarah Torres,Office,Pt 8253,Patient visit,10.5,
08/24/2026,11:24 AM,SARAH TORRES,Pt 8253,Pt 9086,Patient visit,15.5,
08/24/2026,12:33 PM,Sarah Torres,Pt 9086,Pt 4966,Patient visit,9.6,
08/24/2026,2:02 PM,Sarah Torres,Pt 4966,Pt 6243,Patient visit,12.0,
08/24/2026,3:19 PM,SARAH TORRES,Pt 6243,Home,Drive home,18.4,
08/25/2026,8:15 AM,Deborah Okafor,Home,Pt 4966,Patient visit,5.6,
08/25/2026,9:27 AM,Deborah Okafor,Pt 4966,Pt 2471,Patient visit,12.4,
08/25/2026,10:27 AM,Deborah Okafor,Pt 2471,Pt 6194,Patient visit,3.4,
08/25/2026,11:39 AM,Deborah Okafor,Pt 6194,Office,Charting / drop paperwork,3.7,
08/25/2026,12:41 PM,Deborah Okafor,Office,Home,Drive home,12.4,
08/25/2026,1:56 PM,Deborah Okafor,Home,Target,Personal,7.2,
08/25/2026,2:50 PM,Deborah Okafor,Target,Home,Personal,7.2,
08/25/2026,7:47 AM,Gary Phillips,Home,Pt 4329,Patient visit,8.1,
08/25/2026,9:02 AM,Gary Phillips,Pt 4329,Pt 2131,Patient visit,3.3,
08/25/2026,10:17 AM,GARY PHILLIPS,Pt 2131,Pt 9086,Patient visit,12.3,
08/25/2026,11:49 AM,GARY PHILLIPS,Pt 9086,Pt 4012,Patient visit,6.0,
08/25/2026,1:07 PM,Gary Phillips,Pt 4012,Home,Drive home,12.7,
08/25/2026,7:50 AM,Joshua Morris,Home,Pt 3334,Patient visit,19.7,
08/25/2026,9:10 AM,Joshua Morris,Pt 3334,Pt 7306,Patient visit,6.0,
08/25/2026,10:21 AM,Joshua Morris,Pt 7306,Home,Drive home,3.8,
08/25/2026,7:33 AM,Kimberly Rogers,Home,Pt 5260,Patient visit,5.2,
08/25/2026,8:35 AM,Kimberly Rogers,Pt 5260,Pt 5756,Patient visit,12.1,
08/25/2026,10:06 AM,Kimberly Rogers,Pt 5756,Pt 9965,Patient visit,10.3,
08/25/2026,11:32 AM,Kimberly Rogers,Pt 9965,Pt 2494,Patient visit,7.7,
08/25/2026,12:57 PM,Kimberly Rogers,Pt 2494,Medline supply depot,Supply pickup,8.6,Yes
08/25/2026,2:41 PM,Kimberly Rogers,Pt 2494,Pt 9594,Patient visit,14.7,
08/25/2026,4:15 PM,Kimberly Rogers,Pt 9594,Office,Charting / drop paperwork,13.6,
08/25/2026,5:33 PM,Kimberly Rogers,Office,Home,Drive home,13.5,
08/25/2026,7:32 AM,Margaret Cook,Home,Pt 4102,Patient visit,15.3,
08/25/2026,8:45 AM,Margaret Cook,Pt 4102,Medline supply depot,Supply pickup,3.6,Yes
08/25/2026,9:53 AM,Margaret Cook,Pt 4102,Pt 2528,Patient visit,8.1,
08/25/2026,10:57 AM,Margaret Cook,Pt 2528,Pt 7306,Patient visit,12.9,
08/25/2026,12:19 PM,Margaret Cook,Pt 7306,Home,Drive home,7.7,
08/25/2026,7:30 AM,Rebecca Garcia,Home,Pt 2318,Patient visit,9.3,
08/25/2026,8:50 AM,Rebecca Garcia,Pt 2318,Pt 2020,Patient visit,2.3,
08/25/2026,9:35 AM,Rebecca Garcia,Pt 2020,Pt 2501,Patient visit,6.1,
08/25/2026,10:51 AM,Rebecca Garcia,Pt 2501,Home,Drive home,20.5,
08/25/2026,7:34 AM,Sarah Foster,Home,Pt 8807,Patient visit,5.7,
08/25/2026,8:38 AM,SARAH FOSTER,Pt 8807,Pt 2020,Patient visit,8.5,
08/25/2026,9:36 AM,Sarah Foster,Pt 2020,Pt 4350,Patient visit,12.8,
08/25/2026,10:51 AM,Sarah Foster,Pt 4350,Pt 4996,Patient visit,4.3,
08/25/2026,11:53 AM,Sarah Foster,Pt 4996,Pt 3450,Patient visit,2.7,
08/25/2026,12:37 PM,Sarah Foster,Pt 3450,Office,Charting / drop paperwork,3.7,
08/25/2026,1:25 PM,SARAH FOSTER,Office,Home,Drive home,5.7,
08/25/2026,8:08 AM,SARAH TORRES,Home,Pt 6243,Patient visit,11.1,
08/25/2026,9:18 AM,SARAH TORRES,Pt 6243,Pt 6451,Patient visit,9.1,
08/25/2026,10:21 AM,Sarah Torres,Pt 6451,Pt 7534,Patient visit,2.3,
08/25/2026,11:28 AM,Sarah Torres,Pt 7534,Pt 9016,Patient visit,3.4,
08/25/2026,12:09 PM,SARAH TORRES,Pt 9016,Home,Drive home,14.7,
08/26/2026,8:10 AM,Gary Phillips,Home,Pt 6194,Patient visit,5.0,
08/26/2026,9:23 AM,Gary Phillips,Pt 6194,Pt 4012,Patient visit,2.0,
08/26/2026,10:19 AM,Gary Phillips,Pt 4012,Office,Charting / drop paperwork,12.0,
08/26/2026,11:44 AM,Gary Phillips,Office,Home,Drive home,12.2,
08/26/2026,7:49 AM,Kimberly Rogers,Home,Pt 5260,Patient visit,4.7,
08/26/2026,8:40 AM,Kimberly Rogers,Pt 5260,Walgreens #3310,Supply pickup,8.6,Yes
08/26/2026,10:17 AM,Kimberly Rogers,Pt 5260,Pt 2314,Patient visit,14.0,
08/26/2026,11:29 AM,Kimberly Rogers,Pt 2314,Pt 9965,Patient visit,11.8,
08/26/2026,12:50 PM,Kimberly Rogers,Pt 9965,Pt 9989,Patient visit,12.2,
08/26/2026,1:55 PM,Kimberly Rogers,Pt 9989,Home,Drive home,17.2,
08/26/2026,7:39 AM,Rebecca Garcia,Home,Pt 6180,Patient visit,3.6,
08/26/2026,8:50 AM,Rebecca Garcia,Pt 6180,Pt 2020,Patient visit,2.7,
08/26/2026,9:45 AM,Rebecca Garcia,Pt 2020,Home,Drive home,11.1,
08/26/2026,8:14 AM,Sarah Foster,Home,Office,Team meeting,5.7,
08/26/2026,9:15 AM,Sarah Foster,Office,Pt 2020,Patient visit,9.7,
08/26/2026,10:22 AM,Sarah Foster,Pt 2020,Pt 6458,Patient visit,3.1,
08/26/2026,11:09 AM,Sarah Foster,Pt 6458,Pt 4350,Patient visit,13.7,
08/26/2026,12:32 PM,SARAH FOSTER,Pt 4350,Pt 5712,Patient visit,14.0,
08/26/2026,1:46 PM,Sarah Foster,Pt 5712,Home,Drive home,17.0,
08/26/2026,7:59 AM,Sarah Torres,Home,Office,Team meeting,10.5,
08/26/2026,9:18 AM,Sarah Torres,Office,Pt 6451,Patient visit,12.3,
08/26/2026,10:51 AM,Sarah Torres,Pt 6451,Pt 3450,Patient visit,3.1,
08/26/2026,11:52 AM,Sarah Torres,Pt 3450,Pt 2471,Patient visit,7.5,
08/26/2026,1:13 PM,Sarah Torres,Pt 2471,Home,Drive home,8.7,
08/27/2026,7:20 AM,DEBORAH OKAFOR,Home,Office,Team meeting,12.4,
08/27/2026,8:37 AM,Deborah Okafor,Office,Quest lab - Elm Dr,Supply pickup,2.5,Yes
08/27/2026,9:55 AM,Deborah Okafor,Office,Pt 9086,Patient visit,13.1,
08/27/2026,10:57 AM,Deborah Okafor,Pt 9086,Pt 6194,Patient visit,7.7,
08/27/2026,12:01 PM,Deborah Okafor,Pt 6194,Home,Drive home,12.3,
08/27/2026,1:09 PM,Deborah Okafor,Home,Dentist,Personal,3.0,
08/27/2026,2:01 PM,Deborah Okafor,Dentist,Home,Personal,3.0,
08/27/2026,7:51 AM,Gary Phillips,Home,Pt 9086,Patient visit,8.3,
08/27/2026,9:10 AM,Gary Phillips,Pt 9086,Pt 5267,Patient visit,2.9,
08/27/2026,9:58 AM,Gary Phillips,Pt 5267,Pt 2031,Patient visit,3.1,
08/27/2026,11:11 AM,Gary Phillips,Pt 2031,Pt 9989,Patient visit,14.8,
08/27/2026,12:33 PM,Gary Phillips,Pt 9989,Home,Drive home,4.7,
08/27/2026,8:30 AM,Joshua Morris,Home,Pt 3334,Patient visit,7.9,
08/27/2026,9:53 AM,Joshua Morris,Pt 3334,Pt 4059,Patient visit,4.3,
08/27/2026,11:03 AM,Joshua Morris,Pt 4059,Pt 2786,Patient visit,14.9,
08/27/2026,12:32 PM,Joshua Morris,Pt 2786,Home,Drive home,6.3,
08/27/2026,8:22 AM,Kimberly Rogers,Home,Office,Team meeting,13.5,
08/27/2026,9:30 AM,Kimberly Rogers,Office,CVS Pharmacy - Main St,Supply pickup,9.6,Yes
08/27/2026,11:23 AM,KIMBERLY ROGERS,Office,Pt 9989,Patient visit,9.6,
08/27/2026,12:52 PM,Kimberly Rogers,Pt 9989,Pt 2786,Patient visit,6.8,
08/27/2026,2:02 PM,Kimberly Rogers,Pt 2786,Home,Drive home,3.1,
08/27/2026,7:42 AM,Margaret Cook,Home,Pt 9322,Patient visit,8.7,
08/27/2026,8:51 AM,Margaret Cook,Pt 9322,Quest lab - Elm Dr,Supply pickup,4.1,Yes
08/27/2026,10:09 AM,Margaret Cook,Pt 9322,Pt 4102,Patient visit,13.1,
08/27/2026,11:30 AM,Margaret Cook,Pt 4102,Pt 4059,Patient visit,9.1,
08/27/2026,12:33 PM,Margaret Cook,Pt 4059,Home,Drive home,5.4,
08/27/2026,7:35 AM,Rebecca Garcia,Home,Pt 2020,Patient visit,17.0,
08/27/2026,9:09 AM,Rebecca Garcia,Pt 2020,Pt 6180,Patient visit,13.8,
08/27/2026,10:33 AM,Rebecca Garcia,Pt 6180,Pt 6194,Patient visit,2.6,
08/27/2026,11:44 AM,Rebecca Garcia,Pt 6194,Pt 9857,Patient visit,15.4,
08/27/2026,12:52 PM,Rebecca Garcia,Pt 9857,Pt 1540,Patient visit,15.9,
08/27/2026,1:59 PM,Rebecca Garcia,Pt 1540,Home,Drive home,2.9,
08/27/2026,8:17 AM,Sarah Torres,Home,Pt 6243,Patient visit,8.9,
08/27/2026,9:34 AM,Sarah Torres,Pt 6243,CVS Pharmacy - Main St,Supply pickup,8.3,Yes
08/27/2026,10:51 AM,Sarah Torres,Pt 6243,Pt 2494,Patient visit,4.3,
08/27/2026,12:07 PM,Sarah Torres,Pt 2494,Home,Drive home,6.5,
08/28/2026,7:45 AM,Gary Phillips,Home,Pt 2494,Patient visit,20.6,
08/28/2026,9:26 AM,Gary Phillips,Pt 2494,Pt 1230,Patient visit,8.2,
08/28/2026,10:38 AM,Gary Phillips,Pt 1230,Pt 4329,Patient visit,5.2,
08/28/2026,11:53 AM,Gary Phillips,Pt 4329,Pt 5756,Patient visit,2.3,
08/28/2026,12:51 PM,Gary Phillips,Pt 5756,Home,Drive home,15.2,
